Unnamed: 0	season	division	round	localTeam	visitorTeam	localGoals	visitorGoals	date	timestamp
35712	2016-17	1	25	Sevilla	Atletico de Bilbao	1	0	02/03/2017	1488409200
35713	2016-17	1	26	Betis	Real Sociedad	2	3	03/03/2017	1488495600
35714	2016-17	1	26	Leganes	Granada	1	0	04/03/2017	1488582000
35715	2016-17	1	26	Eibar	Real Madrid	1	4	04/03/2017	1488582000
35716	2016-17	1	26	Villarreal	Espanol	2	0	04/03/2017	1488582000
35717	2016-17	1	26	Barcelona	Celta de Vigo	5	0	04/03/2017	1488582000
35718	2016-17	1	26	Sporting de Gijon	Deportivo	0	1	05/03/2017	1488668400
35719	2016-17	1	26	Atletico de Madrid	Valencia	3	0	05/03/2017	1488668400
35720	2016-17	1	26	Las Palmas	Osasuna	5	2	05/03/2017	1488668400
35721	2016-17	1	26	Atletico de Bilbao	Malaga	1	0	05/03/2017	1488668400
35722	2016-17	1	26	Alaves	Sevilla	1	1	06/03/2017	1488754800
35723	2016-17	1	27	Espanol	Las Palmas	4	3	10/03/2017	1489100400
35724	2016-17	1	27	Valencia	Sporting de Gijon	1	1	11/03/2017	1489186800
35725	2016-17	1	27	Sevilla	Leganes	1	1	11/03/2017	1489186800
35726	2016-17	1	27	Malaga	Alaves	1	2	11/03/2017	1489186800
35727	2016-17	1	27	Granada	Atletico de Madrid	0	1	11/03/2017	1489186800
35728	2016-17	1	27	Real Sociedad	Atletico de Bilbao	0	2	12/03/2017	1489273200
35729	2016-17	1	27	Deportivo	Barcelona	2	1	12/03/2017	1489273200
35730	2016-17	1	27	Celta de Vigo	Villarreal	0	1	12/03/2017	1489273200
35731	2016-17	1	27	Real Madrid	Betis	2	1	12/03/2017	1489273200
35732	2016-17	1	27	Osasuna	Eibar	1	1	13/03/2017	1489359600
35733	2016-17	1	28	Las Palmas	Villarreal	1	0	17/03/2017	1489705200
35734	2016-17	1	28	Eibar	Espanol	1	1	18/03/2017	1489791600
35735	2016-17	1	28	Atletico de Bilbao	Real Madrid	1	2	18/03/2017	1489791600
35736	2016-17	1	28	Alaves	Real Sociedad	1	0	18/03/2017	1489791600
35737	2016-17	1	28	Betis	Osasuna	2	0	18/03/2017	1489791600
35738	2016-17	1	28	Leganes	Malaga	0	0	19/03/2017	1489878000
35739	2016-17	1	28	Atletico de Madrid	Sevilla	3	1	19/03/2017	1489878000
35740	2016-17	1	28	Sporting de Gijon	Granada	3	1	19/03/2017	1489878000
35741	2016-17	1	28	Deportivo	Celta de Vigo	0	1	19/03/2017	1489878000
35742	2016-17	1	28	Barcelona	Valencia	4	2	19/03/2017	1489878000
35743	2016-17	1	29	Espanol	Betis	2	1	31/03/2017	1490911200
35744	2016-17	1	29	Villarreal	Eibar	2	3	01/04/2017	1490997600
35745	2016-17	1	29	Osasuna	Atletico de Bilbao	1	2	01/04/2017	1490997600
35746	2016-17	1	29	Real Sociedad	Leganes	1	1	01/04/2017	1490997600
35747	2016-17	1	29	Malaga	Atletico de Madrid	0	2	01/04/2017	1490997600
35748	2016-17	1	29	Sevilla	Sporting de Gijon	0	0	02/04/2017	1491084000
35749	2016-17	1	29	Real Madrid	Alaves	3	0	02/04/2017	1491084000
35750	2016-17	1	29	Valencia	Deportivo	3	0	02/04/2017	1491084000
35751	2016-17	1	29	Granada	Barcelona	1	4	02/04/2017	1491084000
35752	2016-17	1	29	Celta de Vigo	Las Palmas	3	1	03/04/2017	1491170400
35753	2016-17	1	30	Atletico de Bilbao	Espanol	2	0	04/04/2017	1491256800
35754	2016-17	1	30	Betis	Villarreal	0	1	04/04/2017	1491256800
35755	2016-17	1	30	Atletico de Madrid	Real Sociedad	1	0	04/04/2017	1491256800
35756	2016-17	1	30	Barcelona	Sevilla	3	0	05/04/2017	1491343200
35757	2016-17	1	30	Alaves	Osasuna	0	1	05/04/2017	1491343200
35758	2016-17	1	30	Deportivo	Granada	0	0	05/04/2017	1491343200
35759	2016-17	1	30	Sporting de Gijon	Malaga	0	1	05/04/2017	1491343200
35760	2016-17	1	30	Leganes	Real Madrid	2	4	05/04/2017	1491343200
35761	2016-17	1	30	Eibar	Las Palmas	3	1	06/04/2017	1491429600
35762	2016-17	1	30	Valencia	Celta de Vigo	3	2	06/04/2017	1491429600
35763	2016-17	1	31	Villarreal	Atletico de Bilbao	3	1	07/04/2017	1491516000
35764	2016-17	1	31	Espanol	Alaves	1	0	08/04/2017	1491602400
35765	2016-17	1	31	Real Madrid	Atletico de Madrid	1	1	08/04/2017	1491602400
35766	2016-17	1	31	Sevilla	Deportivo	4	2	08/04/2017	1491602400
35767	2016-17	1	31	Malaga	Barcelona	2	0	08/04/2017	1491602400
35768	2016-17	1	31	Granada	Valencia	1	3	09/04/2017	1491688800
35769	2016-17	1	31	Celta de Vigo	Eibar	0	2	09/04/2017	1491688800
35770	2016-17	1	31	Osasuna	Leganes	2	1	09/04/2017	1491688800
35771	2016-17	1	31	Las Palmas	Betis	4	1	09/04/2017	1491688800
35772	2016-17	1	31	Real Sociedad	Sporting de Gijon	3	1	10/04/2017	1491775200
35773	2016-17	1	32	Atletico de Bilbao	Las Palmas	5	1	14/04/2017	1492120800
35774	2016-17	1	32	Deportivo	Malaga	2	0	15/04/2017	1492207200
35775	2016-17	1	32	Sporting de Gijon	Real Madrid	2	3	15/04/2017	1492207200
35776	2016-17	1	32	Atletico de Madrid	Osasuna	3	0	15/04/2017	1492207200
35777	2016-17	1	32	Barcelona	Real Sociedad	3	2	15/04/2017	1492207200
35778	2016-17	1	32	Leganes	Espanol	0	1	16/04/2017	1492293600
35779	2016-17	1	32	Valencia	Sevilla	0	0	16/04/2017	1492293600
35780	2016-17	1	32	Betis	Eibar	2	0	16/04/2017	1492293600
35781	2016-17	1	32	Granada	Celta de Vigo	0	3	16/04/2017	1492293600
35782	2016-17	1	32	Alaves	Villarreal	2	1	17/04/2017	1492380000
35783	2016-17	1	33	Sevilla	Granada	2	0	21/04/2017	1492725600
35784	2016-17	1	33	Malaga	Valencia	2	0	22/04/2017	1492812000
35785	2016-17	1	33	Villarreal	Leganes	2	1	22/04/2017	1492812000
35786	2016-17	1	33	Osasuna	Sporting de Gijon	2	2	22/04/2017	1492812000
35787	2016-17	1	33	Espanol	Atletico de Madrid	0	1	22/04/2017	1492812000
35788	2016-17	1	33	Real Sociedad	Deportivo	1	0	23/04/2017	1492898400
35789	2016-17	1	33	Celta de Vigo	Betis	0	1	23/04/2017	1492898400
35790	2016-17	1	33	Las Palmas	Alaves	1	1	23/04/2017	1492898400
35791	2016-17	1	33	Real Madrid	Barcelona	2	3	23/04/2017	1492898400
35792	2016-17	1	33	Eibar	Atletico de Bilbao	0	1	24/04/2017	1492984800
35793	2016-17	1	34	Sporting de Gijon	Espanol	1	1	25/04/2017	1493071200
35794	2016-17	1	34	Granada	Malaga	0	2	25/04/2017	1493071200
35795	2016-17	1	34	Atletico de Madrid	Villarreal	0	1	25/04/2017	1493071200
35796	2016-17	1	34	Barcelona	Osasuna	7	1	26/04/2017	1493157600
35797	2016-17	1	34	Valencia	Real Sociedad	2	3	26/04/2017	1493157600
35798	2016-17	1	34	Leganes	Las Palmas	3	0	26/04/2017	1493157600
35799	2016-17	1	34	Deportivo	Real Madrid	2	6	26/04/2017	1493157600
35800	2016-17	1	34	Alaves	Eibar	0	0	27/04/2017	1493244000
35801	2016-17	1	34	Sevilla	Celta de Vigo	2	1	27/04/2017	1493244000
35802	2016-17	1	34	Atletico de Bilbao	Betis	2	1	27/04/2017	1493244000
35803	2016-17	1	35	Villarreal	Sporting de Gijon	3	1	28/04/2017	1493330400
35804	2016-17	1	35	Real Sociedad	Granada	2	1	29/04/2017	1493416800
35805	2016-17	1	35	Real Madrid	Valencia	2	1	29/04/2017	1493416800
35806	2016-17	1	35	Las Palmas	Atletico de Madrid	0	5	29/04/2017	1493416800
35807	2016-17	1	35	Espanol	Barcelona	0	3	29/04/2017	1493416800
35808	2016-17	1	35	Osasuna	Deportivo	2	2	30/04/2017	1493503200
35809	2016-17	1	35	Betis	Alaves	1	4	30/04/2017	1493503200
35810	2016-17	1	35	Eibar	Leganes	2	0	30/04/2017	1493503200
35811	2016-17	1	35	Celta de Vigo	Atletico de Bilbao	0	3	30/04/2017	1493503200
35812	2016-17	1	35	Malaga	Sevilla	4	2	01/05/2017	1493589600
35813	2016-17	1	36	Sevilla	Real Sociedad	1	1	05/05/2017	1493935200
35814	2016-17	1	36	Sporting de Gijon	Las Palmas	1	0	06/05/2017	1494021600
35815	2016-17	1	36	Atletico de Madrid	Eibar	1	0	06/05/2017	1494021600
35816	2016-17	1	36	Barcelona	Villarreal	4	1	06/05/2017	1494021600
35817	2016-17	1	36	Granada	Real Madrid	0	4	06/05/2017	1494021600
35818	2016-17	1	36	Alaves	Atletico de Bilbao	1	0	07/05/2017	1494108000
35819	2016-17	1	36	Valencia	Osasuna	4	1	07/05/2017	1494108000
35820	2016-17	1	36	Deportivo	Espanol	1	2	07/05/2017	1494108000
35821	2016-17	1	36	Malaga	Celta de Vigo	3	0	07/05/2017	1494108000
35822	2016-17	1	36	Leganes	Betis	4	0	08/05/2017	1494194400
35823	2016-17	1	37	Espanol	Valencia	0	1	13/05/2017	1494626400
35824	2016-17	1	37	Osasuna	Granada	2	1	13/05/2017	1494626400
35825	2016-17	1	37	Alaves	Celta de Vigo	3	1	14/05/2017	1494712800
35826	2016-17	1	37	Betis	Atletico de Madrid	1	1	14/05/2017	1494712800
35827	2016-17	1	37	Eibar	Sporting de Gijon	0	1	14/05/2017	1494712800
35828	2016-17	1	37	Las Palmas	Barcelona	1	4	14/05/2017	1494712800
35829	2016-17	1	37	Villarreal	Deportivo	0	0	14/05/2017	1494712800
35830	2016-17	1	37	Atletico de Bilbao	Leganes	1	1	14/05/2017	1494712800
35831	2016-17	1	37	Real Madrid	Sevilla	4	1	14/05/2017	1494712800
35832	2016-17	1	37	Real Sociedad	Malaga	2	2	14/05/2017	1494712800
35833	2016-17	1	38	Granada	Espanol	1	2	19/05/2017	1495144800
35834	2016-17	1	38	Sporting de Gijon	Betis	2	2	20/05/2017	1495231200
35835	2016-17	1	38	Deportivo	Las Palmas	3	0	20/05/2017	1495231200
35836	2016-17	1	38	Leganes	Alaves	1	1	20/05/2017	1495231200
35837	2016-17	1	38	Sevilla	Osasuna	5	0	20/05/2017	1495231200
35838	2016-17	1	38	Atletico de Madrid	Atletico de Bilbao	3	1	21/05/2017	1495317600
35839	2016-17	1	38	Valencia	Villarreal	1	3	21/05/2017	1495317600
35840	2016-17	1	38	Celta de Vigo	Real Sociedad	2	2	21/05/2017	1495317600
35841	2016-17	1	38	Malaga	Real Madrid	0	2	21/05/2017	1495317600
35842	2016-17	1	38	Barcelona	Eibar	4	2	21/05/2017	1495317600
36305	2017-18	1	1	Valencia	Las Palmas	1	0	18/08/2017	1503007200
36306	2017-18	1	1	Leganes	Alaves	1	0	18/08/2017	1503007200
36307	2017-18	1	1	Celta de Vigo	Real Sociedad	2	3	19/08/2017	1503093600
36308	2017-18	1	1	Girona	Atletico de Madrid	2	2	19/08/2017	1503093600
36309	2017-18	1	1	Sevilla	Espanol	1	1	19/08/2017	1503093600
36310	2017-18	1	1	Levante	Villarreal	1	0	20/08/2017	1503180000
36311	2017-18	1	1	Atletico de Bilbao	Getafe	0	0	20/08/2017	1503180000
36312	2017-18	1	1	Malaga	Eibar	0	1	20/08/2017	1503180000
36313	2017-18	1	1	Barcelona	Betis	2	0	20/08/2017	1503180000
36314	2017-18	1	1	Deportivo	Real Madrid	0	3	20/08/2017	1503180000
36315	2017-18	1	2	Real Sociedad	Villarreal	3	0	25/08/2017	1503612000
36316	2017-18	1	2	Betis	Celta de Vigo	2	1	25/08/2017	1503612000
36317	2017-18	1	2	Alaves	Barcelona	0	2	26/08/2017	1503698400
36318	2017-18	1	2	Levante	Deportivo	2	2	26/08/2017	1503698400
36319	2017-18	1	2	Las Palmas	Atletico de Madrid	1	5	26/08/2017	1503698400
36320	2017-18	1	2	Girona	Malaga	1	0	26/08/2017	1503698400
36321	2017-18	1	2	Espanol	Leganes	0	1	27/08/2017	1503784800
36322	2017-18	1	2	Real Madrid	Valencia	2	2	27/08/2017	1503784800
36323	2017-18	1	2	Getafe	Sevilla	0	1	27/08/2017	1503784800
36324	2017-18	1	2	Eibar	Atletico de Bilbao	0	1	27/08/2017	1503784800
36325	2017-18	1	3	Leganes	Getafe	1	2	08/09/2017	1504821600
36326	2017-18	1	3	Valencia	Atletico de Madrid	0	0	09/09/2017	1504908000
36327	2017-18	1	3	Real Madrid	Levante	1	1	09/09/2017	1504908000
36328	2017-18	1	3	Sevilla	Eibar	3	0	09/09/2017	1504908000
36329	2017-18	1	3	Barcelona	Espanol	5	0	09/09/2017	1504908000
36330	2017-18	1	3	Villarreal	Betis	3	1	10/09/2017	1504994400
36331	2017-18	1	3	Deportivo	Real Sociedad	2	4	10/09/2017	1504994400
36332	2017-18	1	3	Celta de Vigo	Alaves	1	0	10/09/2017	1504994400
36333	2017-18	1	3	Atletico de Bilbao	Girona	2	0	10/09/2017	1504994400
36334	2017-18	1	3	Malaga	Las Palmas	1	3	11/09/2017	1505080800
36335	2017-18	1	4	Eibar	Leganes	1	0	15/09/2017	1505426400
36336	2017-18	1	4	Getafe	Barcelona	1	2	16/09/2017	1505512800
36337	2017-18	1	4	Betis	Deportivo	2	1	16/09/2017	1505512800
36338	2017-18	1	4	Atletico de Madrid	Malaga	1	0	16/09/2017	1505512800
36339	2017-18	1	4	Levante	Valencia	1	1	16/09/2017	1505512800
36340	2017-18	1	4	Las Palmas	Atletico de Bilbao	1	0	17/09/2017	1505599200
36341	2017-18	1	4	Girona	Sevilla	0	1	17/09/2017	1505599200
36342	2017-18	1	4	Real Sociedad	Real Madrid	1	3	17/09/2017	1505599200
36343	2017-18	1	4	Alaves	Villarreal	0	3	17/09/2017	1505599200
36344	2017-18	1	4	Espanol	Celta de Vigo	2	1	18/09/2017	1505685600
36345	2017-18	1	5	Barcelona	Eibar	6	1	19/09/2017	1505772000
36346	2017-18	1	5	Valencia	Malaga	5	0	19/09/2017	1505772000
36347	2017-18	1	5	Atletico de Bilbao	Atletico de Madrid	1	2	20/09/2017	1505858400
36348	2017-18	1	5	Sevilla	Las Palmas	1	0	20/09/2017	1505858400
36349	2017-18	1	5	Deportivo	Alaves	1	0	20/09/2017	1505858400
36350	2017-18	1	5	Real Madrid	Betis	0	1	20/09/2017	1505858400
36351	2017-18	1	5	Leganes	Girona	0	0	20/09/2017	1505858400
36352	2017-18	1	5	Celta de Vigo	Getafe	1	1	21/09/2017	1505944800
36353	2017-18	1	5	Levante	Real Sociedad	3	0	21/09/2017	1505944800
36354	2017-18	1	5	Villarreal	Espanol	0	0	21/09/2017	1505944800
36355	2017-18	1	6	Alaves	Real Madrid	1	2	23/09/2017	1506117600
36356	2017-18	1	6	Malaga	Atletico de Bilbao	3	3	23/09/2017	1506117600
36357	2017-18	1	6	Atletico de Madrid	Sevilla	2	0	23/09/2017	1506117600
36358	2017-18	1	6	Girona	Barcelona	0	3	23/09/2017	1506117600
36359	2017-18	1	6	Espanol	Deportivo	4	1	24/09/2017	1506204000
36360	2017-18	1	6	Las Palmas	Leganes	0	2	24/09/2017	1506204000
36361	2017-18	1	6	Getafe	Villarreal	4	0	24/09/2017	1506204000
36362	2017-18	1	6	Eibar	Celta de Vigo	0	4	24/09/2017	1506204000
36363	2017-18	1	6	Real Sociedad	Valencia	2	3	24/09/2017	1506204000
36364	2017-18	1	6	Betis	Levante	4	0	25/09/2017	1506290400
36365	2017-18	1	7	Celta de Vigo	Girona	3	3	29/09/2017	1506636000
36366	2017-18	1	7	Leganes	Atletico de Madrid	0	0	30/09/2017	1506722400
36367	2017-18	1	7	Sevilla	Malaga	2	0	30/09/2017	1506722400
36368	2017-18	1	7	Levante	Alaves	0	2	30/09/2017	1506722400
36369	2017-18	1	7	Deportivo	Getafe	2	1	30/09/2017	1506722400
36370	2017-18	1	7	Valencia	Atletico de Bilbao	3	2	01/10/2017	1506808800
36371	2017-18	1	7	Real Madrid	Espanol	2	0	01/10/2017	1506808800
36372	2017-18	1	7	Real Sociedad	Betis	4	4	01/10/2017	1506808800
36373	2017-18	1	7	Barcelona	Las Palmas	3	0	01/10/2017	1506808800
36374	2017-18	1	7	Villarreal	Eibar	3	0	01/10/2017	1506808800
36375	2017-18	1	8	Espanol	Levante	0	0	13/10/2017	1507845600
36376	2017-18	1	8	Getafe	Real Madrid	1	2	14/10/2017	1507932000
36377	2017-18	1	8	Atletico de Bilbao	Sevilla	1	0	14/10/2017	1507932000
36378	2017-18	1	8	Alaves	Real Sociedad	0	2	14/10/2017	1507932000
36379	2017-18	1	8	Atletico de Madrid	Barcelona	1	1	14/10/2017	1507932000
36380	2017-18	1	8	Girona	Villarreal	1	2	15/10/2017	1508018400
36381	2017-18	1	8	Betis	Valencia	3	6	15/10/2017	1508018400
36382	2017-18	1	8	Eibar	Deportivo	0	0	15/10/2017	1508018400
36383	2017-18	1	8	Malaga	Leganes	0	2	15/10/2017	1508018400
36384	2017-18	1	8	Las Palmas	Celta de Vigo	2	5	16/10/2017	1508104800
36385	2017-18	1	9	Levante	Getafe	1	1	21/10/2017	1508536800
36386	2017-18	1	9	Barcelona	Malaga	2	0	21/10/2017	1508536800
36387	2017-18	1	9	Valencia	Sevilla	4	0	21/10/2017	1508536800
36388	2017-18	1	9	Betis	Alaves	2	0	21/10/2017	1508536800
36389	2017-18	1	9	Villarreal	Las Palmas	4	0	22/10/2017	1508623200
36390	2017-18	1	9	Real Madrid	Eibar	3	0	22/10/2017	1508623200
36391	2017-18	1	9	Leganes	Atletico de Bilbao	1	0	22/10/2017	1508623200
36392	2017-18	1	9	Celta de Vigo	Atletico de Madrid	0	1	22/10/2017	1508623200
36393	2017-18	1	9	Deportivo	Girona	1	2	23/10/2017	1508709600
36394	2017-18	1	9	Real Sociedad	Espanol	1	1	23/10/2017	1508709600
36395	2017-18	1	10	Alaves	Valencia	1	2	28/10/2017	1509141600
36396	2017-18	1	10	Sevilla	Leganes	2	1	28/10/2017	1509141600
36397	2017-18	1	10	Atletico de Madrid	Villarreal	1	1	28/10/2017	1509141600
36398	2017-18	1	10	Atletico de Bilbao	Barcelona	0	2	28/10/2017	1509141600
36399	2017-18	1	10	Malaga	Celta de Vigo	2	1	29/10/2017	1509228000
36400	2017-18	1	10	Girona	Real Madrid	2	1	29/10/2017	1509228000
36401	2017-18	1	10	Getafe	Real Sociedad	2	1	29/10/2017	1509228000
36402	2017-18	1	10	Eibar	Levante	2	2	29/10/2017	1509228000
36403	2017-18	1	10	Espanol	Betis	1	0	30/10/2017	1509318000
36404	2017-18	1	10	Las Palmas	Deportivo	1	3	30/10/2017	1509318000
36405	2017-18	1	11	Betis	Getafe	2	2	03/11/2017	1509663600
36406	2017-18	1	11	Alaves	Espanol	1	0	04/11/2017	1509750000
36407	2017-18	1	11	Barcelona	Sevilla	2	1	04/11/2017	1509750000
36408	2017-18	1	11	Deportivo	Atletico de Madrid	0	1	04/11/2017	1509750000
36409	2017-18	1	11	Valencia	Leganes	3	0	04/11/2017	1509750000
36410	2017-18	1	11	Real Sociedad	Eibar	3	1	05/11/2017	1509836400
36411	2017-18	1	11	Celta de Vigo	Atletico de Bilbao	3	1	05/11/2017	1509836400
36412	2017-18	1	11	Levante	Girona	1	2	05/11/2017	1509836400
36413	2017-18	1	11	Villarreal	Malaga	2	0	05/11/2017	1509836400
36414	2017-18	1	11	Real Madrid	Las Palmas	3	0	05/11/2017	1509836400
36415	2017-18	1	12	Girona	Real Sociedad	1	1	17/11/2017	1510873200
36416	2017-18	1	12	Leganes	Barcelona	0	3	18/11/2017	1510959600
36417	2017-18	1	12	Sevilla	Celta de Vigo	2	1	18/11/2017	1510959600
36418	2017-18	1	12	Atletico de Madrid	Real Madrid	0	0	18/11/2017	1510959600
36419	2017-18	1	12	Getafe	Alaves	4	1	18/11/2017	1510959600
36420	2017-18	1	12	Atletico de Bilbao	Villarreal	1	1	19/11/2017	1511046000
36421	2017-18	1	12	Malaga	Deportivo	3	2	19/11/2017	1511046000
36422	2017-18	1	12	Espanol	Valencia	0	2	19/11/2017	1511046000
36423	2017-18	1	12	Las Palmas	Levante	0	2	19/11/2017	1511046000
36424	2017-18	1	12	Eibar	Betis	5	0	20/11/2017	1511132400
36425	2017-18	1	13	Celta de Vigo	Leganes	1	0	24/11/2017	1511478000
36426	2017-18	1	13	Levante	Atletico de Madrid	0	5	25/11/2017	1511564400
36427	2017-18	1	13	Real Madrid	Malaga	3	2	25/11/2017	1511564400
36428	2017-18	1	13	Betis	Girona	2	2	25/11/2017	1511564400
36429	2017-18	1	13	Alaves	Eibar	1	2	25/11/2017	1511564400
36430	2017-18	1	13	Villarreal	Sevilla	2	3	26/11/2017	1511650800
36431	2017-18	1	13	Deportivo	Atletico de Bilbao	2	2	26/11/2017	1511650800
36432	2017-18	1	13	Valencia	Barcelona	1	1	26/11/2017	1511650800
36433	2017-18	1	13	Real Sociedad	Las Palmas	2	2	26/11/2017	1511650800
36434	2017-18	1	13	Espanol	Getafe	1	0	27/11/2017	1511737200
36435	2017-18	1	14	Malaga	Levante	0	0	01/12/2017	1512082800
36436	2017-18	1	14	Sevilla	Deportivo	2	0	02/12/2017	1512169200
36437	2017-18	1	14	Atletico de Madrid	Real Sociedad	2	1	02/12/2017	1512169200
36438	2017-18	1	14	Barcelona	Celta de Vigo	2	2	02/12/2017	1512169200
36439	2017-18	1	14	Atletico de Bilbao	Real Madrid	0	0	02/12/2017	1512169200
36440	2017-18	1	14	Las Palmas	Betis	1	0	03/12/2017	1512255600
36441	2017-18	1	14	Getafe	Valencia	1	0	03/12/2017	1512255600
36442	2017-18	1	14	Leganes	Villarreal	3	1	03/12/2017	1512255600
36443	2017-18	1	14	Eibar	Espanol	3	1	03/12/2017	1512255600
36444	2017-18	1	14	Girona	Alaves	2	3	04/12/2017	1512342000
36445	2017-18	1	15	Alaves	Las Palmas	2	0	08/12/2017	1512687600
36446	2017-18	1	15	Deportivo	Leganes	1	0	09/12/2017	1512774000
36447	2017-18	1	15	Valencia	Celta de Vigo	2	1	09/12/2017	1512774000
36448	2017-18	1	15	Real Madrid	Sevilla	5	0	09/12/2017	1512774000
36449	2017-18	1	15	Getafe	Eibar	0	0	09/12/2017	1512774000
36450	2017-18	1	15	Real Sociedad	Malaga	0	2	10/12/2017	1512860400
36451	2017-18	1	15	Levante	Atletico de Bilbao	1	2	10/12/2017	1512860400
36452	2017-18	1	15	Villarreal	Barcelona	0	2	10/12/2017	1512860400
36453	2017-18	1	15	Betis	Atletico de Madrid	0	1	10/12/2017	1512860400
36454	2017-18	1	15	Espanol	Girona	0	1	11/12/2017	1512946800
36455	2017-18	1	16	Sevilla	Levante	0	0	15/12/2017	1513292400
36456	2017-18	1	16	Eibar	Valencia	2	1	16/12/2017	1513378800
36457	2017-18	1	16	Atletico de Bilbao	Real Sociedad	0	0	16/12/2017	1513378800
36458	2017-18	1	16	Atletico de Madrid	Alaves	1	0	16/12/2017	1513378800
36459	2017-18	1	16	Celta de Vigo	Villarreal	0	1	17/12/2017	1513465200
36460	2017-18	1	16	Barcelona	Deportivo	4	0	17/12/2017	1513465200
36461	2017-18	1	16	Las Palmas	Espanol	2	2	17/12/2017	1513465200
36462	2017-18	1	16	Girona	Getafe	1	0	17/12/2017	1513465200
36463	2017-18	1	16	Malaga	Betis	0	2	18/12/2017	1513551600
36464	2017-18	1	16	Leganes	Real Madrid	1	3	21/02/2018	1519167600
36465	2017-18	1	17	Levante	Leganes	0	0	19/12/2017	1513638000
36466	2017-18	1	17	Getafe	Las Palmas	2	0	20/12/2017	1513724400
36467	2017-18	1	17	Real Sociedad	Sevilla	3	1	20/12/2017	1513724400
36468	2017-18	1	17	Eibar	Girona	4	1	21/12/2017	1513810800
36469	2017-18	1	17	Alaves	Malaga	1	0	21/12/2017	1513810800
36470	2017-18	1	17	Betis	Atletico de Bilbao	0	2	22/12/2017	1513897200
36471	2017-18	1	17	Espanol	Atletico de Madrid	1	0	22/12/2017	1513897200
36472	2017-18	1	17	Deportivo	Celta de Vigo	1	3	23/12/2017	1513983600
36473	2017-18	1	17	Valencia	Villarreal	0	1	23/12/2017	1513983600
36474	2017-18	1	17	Real Madrid	Barcelona	0	3	23/12/2017	1513983600
36475	2017-18	1	18	Las Palmas	Eibar	1	2	06/01/2018	1515193200
36476	2017-18	1	18	Valencia	Girona	2	1	06/01/2018	1515193200
36477	2017-18	1	18	Sevilla	Betis	3	5	06/01/2018	1515193200
36478	2017-18	1	18	Atletico de Madrid	Getafe	2	0	06/01/2018	1515193200
36479	2017-18	1	18	Barcelona	Levante	3	0	07/01/2018	1515279600
36480	2017-18	1	18	Villarreal	Deportivo	1	1	07/01/2018	1515279600
36481	2017-18	1	18	Leganes	Real Sociedad	1	0	07/01/2018	1515279600
36482	2017-18	1	18	Celta de Vigo	Real Madrid	2	2	07/01/2018	1515279600
36483	2017-18	1	18	Atletico de Bilbao	Alaves	2	0	07/01/2018	1515279600
36484	2017-18	1	18	Malaga	Espanol	0	1	08/01/2018	1515366000
36485	2017-18	1	19	Getafe	Malaga	1	0	12/01/2018	1515711600
36486	2017-18	1	19	Girona	Las Palmas	6	0	13/01/2018	1515798000
36487	2017-18	1	19	Deportivo	Valencia	1	2	13/01/2018	1515798000
36488	2017-18	1	19	Real Madrid	Villarreal	0	1	13/01/2018	1515798000
36489	2017-18	1	19	Eibar	Atletico de Madrid	0	1	13/01/2018	1515798000
36490	2017-18	1	19	Alaves	Sevilla	1	0	14/01/2018	1515884400
36491	2017-18	1	19	Espanol	Atletico de Bilbao	1	1	14/01/2018	1515884400
36492	2017-18	1	19	Levante	Celta de Vigo	0	1	14/01/2018	1515884400
36493	2017-18	1	19	Real Sociedad	Barcelona	2	4	14/01/2018	1515884400
36494	2017-18	1	19	Betis	Leganes	3	2	15/01/2018	1515970800
36495	2017-18	1	20	Getafe	Atletico de Bilbao	2	2	19/01/2018	1516316400
36496	2017-18	1	20	Atletico de Madrid	Girona	1	1	20/01/2018	1516402800
36497	2017-18	1	20	Las Palmas	Valencia	2	1	20/01/2018	1516402800
36498	2017-18	1	20	Villarreal	Levante	2	1	20/01/2018	1516402800
36499	2017-18	1	20	Espanol	Sevilla	0	3	20/01/2018	1516402800
36500	2017-18	1	20	Real Madrid	Deportivo	7	1	21/01/2018	1516489200
36501	2017-18	1	20	Betis	Barcelona	0	5	21/01/2018	1516489200
36502	2017-18	1	20	Real Sociedad	Celta de Vigo	1	2	21/01/2018	1516489200
36503	2017-18	1	20	Alaves	Leganes	2	2	21/01/2018	1516489200
36504	2017-18	1	20	Eibar	Malaga	1	1	22/01/2018	1516575600
36505	2017-18	1	21	Atletico de Bilbao	Eibar	1	1	26/01/2018	1516921200
36506	2017-18	1	21	Deportivo	Levante	2	2	27/01/2018	1517007600
36507	2017-18	1	21	Valencia	Real Madrid	1	4	27/01/2018	1517007600
36508	2017-18	1	21	Malaga	Girona	0	0	27/01/2018	1517007600
36509	2017-18	1	21	Villarreal	Real Sociedad	4	2	27/01/2018	1517007600
36510	2017-18	1	21	Sevilla	Getafe	1	1	28/01/2018	1517094000
36511	2017-18	1	21	Barcelona	Alaves	2	1	28/01/2018	1517094000
36512	2017-18	1	21	Atletico de Madrid	Las Palmas	3	0	28/01/2018	1517094000
36513	2017-18	1	21	Leganes	Espanol	3	2	28/01/2018	1517094000
36514	2017-18	1	21	Celta de Vigo	Betis	3	2	29/01/2018	1517180400
36515	2017-18	1	22	Real Sociedad	Deportivo	5	0	02/02/2018	1517526000
36516	2017-18	1	22	Alaves	Celta de Vigo	2	1	03/02/2018	1517612400
